9eac2607e185c55ff9375c064bc89793ce4395ed3e8b50592e17a335bf7a5a72,315,24,538.5416666666666,252.9309818848259,1,2026/02/02,45.333333333333336
971b530c04ff02ccf0c01439e4db02248268242d9cd1af07fb9b8540f83e0554,324,22,202.22727272727272,127.7269572949842,0,2026/01/15,56.0909090909091
a142be75fcb59832615ef3b9a99363e583161bf2bc63d17d5bb44d1a8094cf9f,396,31,753.741935483871,454.3587447013389,0,2026/01/31,40.54838709677419
94440b7b241dd53741128527ba9c2d1acbe18f5ec807f4c09eb18e4f99697408,437,22,860.5454545454545,321.207201220182,0,2026/01/06,54.95454545454545
5110fcb220c80e4b8666a0bf721b8a698e34e0089402aa11e2675d7bd15c51c6,574,35,728.9428571428572,183.0557983406215,2,2026/01/05,35.114285714285714
cfcf6410c0a3d5317ace3d60296b25c29ffec5ce3e4e15dc4376169fe7da11db,990,4,596.0,332.8100058591989,0,2026/01/27,283.5
ab6d8fe7dbda114f84a276a2f021dd7320c7d6cbd9b4cc50772cbf723df25777,1106,10,282.1,145.88793644438178,0,2026/02/03,71.8
fa5bf46c51c1a373570ce36b8403f98209759f123bc31f4f44f4886a9b4c4937,1498,12,366.3333333333333,96.4385238838137,0,2026/02/02,55.91666666666666
ca6622a14d00b5c14d9f8983d8880aa85ac372a1a73ae07c7b80797acb7d8f9a,1695,43,553.093023255814,265.90388313750515,1,2026/01/09,28.74418604651163
38cc2364aac69ca9716efeb6f312412e837a6bce2f1315bfb4f7169e63fd2620,1700,31,404.0,221.4257321060713,0,2026/01/19,24.580645161290324
0922a212265ccfbcca48cb53237b18b78ab200d8a35bfc4782d6c786d168d5dd,1800,39,497.5897435897436,181.08755750892897,0,2026/01/09,31.58974358974359
d3231188d7d2e195236d2b554d580696162bff25c373852b090465f4b70f6fc3,1805,42,613.0952380952381,274.0067612585856,0,2026/01/05,28.428571428571427
ae62907a50e201c2413bde2649b23e3d4178ce1dfc7b18a0eac55c5cdaf90e74,2200,174,840.316091954023,450.2689337824172,0,2026/01/27,7.206896551724138
d99e50f50211def4b6d07259ab9e2498d713a4a1afb7a6f67f5da252006c83ec,2570,14,496.0,127.87717321152913,0,2026/01/27,84.85714285714286
d69d7117ed645603782421f2df5f10ad9e25c401f8d6f9952b586098c8fb3f7e,2593,4,533.25,270.07626237786985,0,2026/02/03,290.5
577be8bcfc7f301b582d40f5565d36c78332df2d839a5c01641b51c8250e3015,2811,9,848.0,242.02020117704583,0,2026/01/06,11.0
40188bba2f7693da1c859d426ab9282ef27ad6bc5edbc94b6b68c4372862b27d,2878,36,455.69444444444446,148.60496093192936,0,2026/01/19,34.52777777777778
876d019654b742189a2f9814061c8a7c75632875d4660459c9bb6b2cf395bb83,2960,11,488.7272727272728,226.12912277123715,0,2026/01/06,71.0
dabe49ae42e5de5d9811b15bce2905d37a0153b8ea0a2e5389018f02c494255a,3142,5,287.2,272.5013027491795,0,2026/01/27,141.0
0a704a008c7a3aae504e84f209bdfbfb6761d6fcd5436a925b81837fdd41d45d,3595,48,576.9166666666667,177.43482762849982,1,2026/01/13,23.5
448f677b6441b4a20dae73c2671184f4020645f63686ce53fd9a6b4b7d61f66e,3598,29,481.2068965517241,292.2395544648549,0,2026/01/19,42.310344827586206
302b4a3eaa1dbb8bc09cae7643f4bca981078c8cf4ea1afe9e2034d4a992bcba,3721,50,561.74,223.23877888933183,0,2026/01/20,24.92
369719e28c79cb63bfd3fad7b1a96fe232d20a4e5beb532da6c16b4c8ec2e938,3881,19,819.3157894736842,294.3896545364003,0,2026/01/09,64.10526315789474
281c309e77ddcc14218c22abdd33a3a815fe5fc26a193badd00085beabe1cb65,3985,13,252.0,131.66507626433182,0,2026/01/16,91.53846153846152
bf1afa8c9101c366a168bdbef2ecf6b5caf6d98d8556b779b586589807de0a78,4222,46,535.5652173913044,189.72355772383028,0,2026/01/27,25.26086956521739
8d7ce979acf05cf96e8f4905a2f24c41a1424adcfdd005009d832b9400f8f234,4381,3,650.3333333333334,226.6161708459677,0,2026/01/27,16.333333333333332
d8969fe0f3640c4daa275c0f11af27ea676b2a5969b8b088d4ac22362fa3e558,4633,45,620.8666666666668,227.05335643118448,0,2026/02/03,26.53333333333333
24e98a500fdf284feffa39dc0bd56bf044804aa0dacb0501682bc2dd369bf9c7,4765,30,694.5,323.55532757165355,0,2026/02/03,41.63333333333333
31be272937bd4233f8220da3eaa2ecfa78efd70e8e9376e72c46758656c3b306,4963,18,296.8888888888889,112.57337799008587,0,2026/01/16,68.0
11340a3c6a5355adb8e2f9949dc57e0bd8e5e3d323ef4b04284f2650600b42b7,5131,10,419.0,154.17781941641277,0,2026/02/03,114.1
