0,日,a,-,-
0,日,p,-,-
1,月,a,9:30,12:30
1,月,p,15:30,18:30
2,火,a,9:30,12:30
2,火,p,15:30,18:30
3,水,a,-,-
3,水,p,-,-
4,木,a,9:30,12:30
4,木,p,15:30,18:30
5,金,a,9:30,12:30
5,金,p,-,-
6,土,a,9:30,12:30
6,土,p,-,-
